,Warrior,Hunter,Mage,DemonHunter,Druid,Priest,DeathKnight,Paladin,Monk,Rogue,Shaman,Warlock
Dungeons & Raids,32.759999999999998,31.489999999999998,29.719999999999999,31.43,30.379999999999999,28.940000000000001,32.060000000000002,31.710000000000001,30.379999999999999,30.149999999999999,29.710000000000001,29.760000000000002
Outdoor Zones,45.090000000000003,43.659999999999997,38.310000000000002,36.450000000000003,37.259999999999998,37.549999999999997,39.310000000000002,38.869999999999997,37.259999999999998,38,39.090000000000003,38.130000000000003
World Drop,64.569999999999993,63.539999999999999,60.530000000000001,64,66.620000000000005,62.109999999999999,61.700000000000003,61.280000000000001,66.620000000000005,66.599999999999994,63.93,63.950000000000003
Group Finder,87.040000000000006,90.379999999999995,87.230000000000004,87.719999999999999,80.769999999999996,80.849999999999994,84.909999999999997,87.269999999999996,80.769999999999996,80.390000000000001,70.370000000000005,82.980000000000004
Achievements,49.149999999999999,48.810000000000002,46.609999999999999,45.350000000000001,47.479999999999997,47.329999999999998,47.159999999999997,46.850000000000001,47.479999999999997,46.43,45.07,45.640000000000001
Expansion Features,29.27,29.059999999999999,22.940000000000001,19.109999999999999,23.559999999999999,23.559999999999999,25.699999999999999,25.82,23.559999999999999,20.469999999999999,19.25,17.539999999999999
Holiday,48.009999999999998,49.07,47.850000000000001,49.810000000000002,48.359999999999999,47.009999999999998,48.590000000000003,49.289999999999999,48.359999999999999,48.530000000000001,48.789999999999999,47.350000000000001
World Event,44.93,43.329999999999998,49.090000000000003,46.340000000000003,47.369999999999997,51.789999999999999,50,48.979999999999997,47.369999999999997,44.259999999999998,44.439999999999998,49.090000000000003
Promotion,43.240000000000002,40.32,39.68,34.619999999999997,54.880000000000003,46.579999999999998,43.840000000000003,44.049999999999997,54.880000000000003,44.439999999999998,53.57,38.100000000000001
Pet Battles,6.3300000000000001,6.3300000000000001,6.3300000000000001,6.3300000000000001,6.3300000000000001,6.3300000000000001,6.25,6.3300000000000001,6.3300000000000001,5.0599999999999996,6.3300000000000001,6.3300000000000001
PvP,8.5600000000000005,9.8499999999999996,7.5999999999999996,6.79,9.4299999999999997,6.7999999999999998,7.3700000000000001,8.9399999999999995,9.4299999999999997,7.7000000000000002,6.8799999999999999,7.2300000000000004
Crafted Item,43.310000000000002,45.920000000000002,45.009999999999998,43.659999999999997,46.539999999999999,43.93,42.869999999999997,45.049999999999997,46.539999999999999,44.539999999999999,45.789999999999999,46.770000000000003
Professions,57.390000000000001,57.740000000000002,30.719999999999999,16.210000000000001,47.060000000000002,36.189999999999998,23.890000000000001,0.52000000000000002,47.060000000000002,41.710000000000001,35.07,47.060000000000002
Secrets,0,0,0,0,0,0,0,0,0,0,0,0
Item Sets,80,81.359999999999999,84.090000000000003,80.409999999999997,82.640000000000001,77.269999999999996,76.920000000000002,86.959999999999994,82.640000000000001,80.870000000000005,52.780000000000001,81.819999999999993
In-Game Shop,32.200000000000003,32.200000000000003,32.200000000000003,32.200000000000003,32.200000000000003,32.200000000000003,32.200000000000003,32.200000000000003,32.200000000000003,32.200000000000003,32.200000000000003,32.200000000000003
Black Market Auction House,0,0,0,0,0,0,0,0,0,0,0,0
Factions,50.770000000000003,56.57,56.549999999999997,50.770000000000003,56.57,55.560000000000002,55.310000000000002,55.619999999999997,56.57,51.829999999999998,51.829999999999998,50.259999999999998
Battle Pets,15.6,15.6,15.66,15.449999999999999,15.609999999999999,15.65,15.69,15.66,15.609999999999999,15.56,15.460000000000001,15.449999999999999
Flight Paths,0,0,0,0,0,0,0,0,0,0,0,0
Illusions,16,16,16,20.75,16,16,15.69,16,16,15.69,18.969999999999999,20.75
Mounts,27.039999999999999,26.77,27.010000000000002,26.440000000000001,26.93,27.09,26.620000000000001,26.670000000000002,26.93,26.710000000000001,26.210000000000001,26.280000000000001
